id,key,lang,url
a65cfec1-70c8-4a76-99ff-789161901b24,tawaf_6,kk,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZ/KZ%20Tawaf%206.mp3
a73864f9-d242-4880-b3c8-89da1d5c9fa3,zam_zam,ms,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20MS/MS%20Zam%20Zam.mp3
a8b9d4d6-1aca-496a-a3da-6ba5e3ed75d3,tawaf_6,uz,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZZ/UZ%20Tawaf%206.mp3
a8d3605d-98ac-4dc1-b177-f096486069c9,tawaf_1,kk,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZ/KZ%20Tawaf%201.mp3
a8e85a2b-5e7f-4853-8b98-0a8f66f7c4fa,safa_7,id,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20Id/ID%20Safa%207.mp3
a8f9cb98-f2bc-4602-a099-bbc575fe1f7a,safa_6,ar,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20AR/AR%20Safa%206.mp3
aa178d65-372c-40d7-9060-1c1806c16404,safa_2,ar,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20AR/AR%20Safa%202.mp3
ab73a5ae-d6d2-427f-a2c6-ea750dc8aa70,safa_5,en,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20EN/EN%20Safa%205.mp3
aef2c7c6-bfdf-45ec-8763-f11ac37cf963,tawaf_3,uz,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZZ/UZ%20Tawaf%203.mp3
b0300731-4c93-4b09-ad53-a69cb1584d18,safa_2,bn,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20BN/BN%20Safa%202.mp3
b22d5a8a-e8f4-4736-bf6e-db72bfad897e,safa_4,ar,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20AR/AR%20Safa%204.mp3
b41e81e4-ee7f-48b6-89b0-ff14670cd6d5,tawaf_4,en,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20EN/en_tawaf_4.mp3
b5f305ca-f764-4eaf-a24d-96c963773c49,safa_4,ms,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20MS/MS%20Safa%204.mp3
b80930ab-ba28-4af8-a185-9645d925d61e,zam_zam,id,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20Id/ID%20Zam%20Zam.mp3
b902dd94-b5f4-4fae-9625-cb2e4b2b4bf8,safa_7,uz,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZZ/UZ%20Safa%207.mp3
ba6990a3-2426-4878-b0b9-500eb00619d7,tawaf_5,id,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20Id/ID%20Tawaf%205.mp3
baa4c0a8-88cf-4e04-b773-a525bbbdb0b4,tawaf_start,ru,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio/ru_start.mp3
bd6d577a-e4b8-4e8b-aab7-b0a8ed846540,safa_go,ar,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20AR/AR%20Safa%20Go.mp3
bdeea922-9659-447b-a7ac-3d27b10a5cdb,safa_4,uz,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZZ/UZ%20Safa%204.mp3
c19ed483-4491-44cf-99d4-b40d450b6aca,tawaf_start,id,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20Id/ID%20Start.mp3
c2a659f2-4ed8-496d-876a-837a5a82e5b6,tawaf_7,ru,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio/ru_tawaf_7.mp3
c4af6a33-358d-4619-8390-fe8d9acca524,tawaf_start,uz,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZZ/UZ%20Start.mp3
c5a12516-563d-4d29-ac37-0ff9cf2a4607,safa_5,bn,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20BN/bn_safa_5.mp3
c82c2c2d-da53-4e70-932f-7dab5302078d,safa_7,kk,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZ/KZ%20Safa%207.mp3
c937654c-8b72-4cbb-bb01-59e47972af0d,tawaf_1,ru,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio/ru_tawaf_1.mp3
ca0bfb6c-fa70-41df-a3a8-3ce7b19f138c,tawaf_1,ms,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20MS/MS%20Tawaf%201.mp3
ca84e99e-5934-4561-ad31-d933631f93d0,tawaf_7,uz,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZZ/UZ%20Tawaf%207.mp3
cbac59e7-96bd-4d77-b032-ad7f445983c5,tawaf_4,uz,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZZ/UZ%20Tawaf%204.mp3
ccda2aeb-bfae-4c4a-8ff9-934513324ccd,safa_end,ru,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio/ru_end.mp3
cdbfb862-f01b-4b78-8d5e-a154b57c994a,safa_5,ar,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20AR/AR%20Safa%205.mp3
ce078c83-cbaa-4f14-a731-7fa1d0bde6a2,tawaf_7,en,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20EN/en_tawaf_7.mp3
ce99e7f2-e555-438a-8584-1e1907870858,tawaf_4,ar,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20AR/AR%20Tawaf%204.mp3
d0365e20-a93d-486f-b06b-0b3c56b3911e,tawaf_1,uz,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20UZZ/UZ%20tawaf%201.mp3
d0670cee-43ff-4a4f-8d3a-1268ee8ba76a,safa_6,ms,https://coaqrsapnpyutsxflsru.supabase.co/storage/v1/object/public/audio%20MS/MS%20Safa%206.mp3
